"Key","Created","SP","Timespent","Title","Description"
"MDL-66455","2019/08/21 05:18:36","1.0","347.0","""Site level calendar subscriptions are not being listed in the Manage subscriptions page""","""To reproduce:   # Log in as admin.   # Go to the calendar   # Press """"{{Manage subscriptions}}""""   # Enter a calendar name.   # For the """"{{Calendar URL}}"""" field, enter the following URL of a public test Google calendar: https://calendar.google.com/calendar/ical/moodle.com_gverd91agb5htmi8ervnn6q2j0%40group.calendar.google.com/public/basic.ics  # Under """"{{Type of event}}"""", choose """"{{Site}}""""   # Press """"{{Add}}"""".   # *Expected*   #* The events are successfully imported as site events.   #* The site-level subscription gets listed.   # *Actual*   #* The events are successfully imported as site events.   #* The site-level subscription is not being listed. """
"MDL-66477","2019/08/23 05:15:15","1.0","3120.0","""Create settings side drawer for new discussion view""","""Create a settings side drawer for the new forum view that contains all of the discussion header settings.    The settings panel can contain a few sections such as:  * General with toggles for  ** subscription  ** star  ** pin  ** locked  * View which shows the view selector  * Move which shows the move selector  * Export to portfolio button (if enabled)    The prototype here shows the side panel without any content:  https://projects.invisionapp.com/d/main/?origin=v7#/console/18367584/381579786/preview  ([old prototype|https://projects.invisionapp.com/share/9GQ8R2O3H7J#/screens/350489133])    See the """"settings"""" part of the messaging drawer for an example of how it might look.    h4. Implementation details  * It would be good to create generic side drawer code/component which can be re-used between this and the messaging drawer    h4. Acceptance criteria  * Discussion heading options are all moved into a settings side drawer"""
"MDL-66481","2019/08/23 05:40:56","1.0","2925.0","""Update display of discussion in discussion list table""","""Update the display of the discussion list table on the discussion list page (mod/forum/view.php) to match the prototype:  https://projects.invisionapp.com/share/9GQ8R2O3H7J#/screens/350489135    h4. Acceptance criteria  * Table can be sorted by the columns  * Clicking on the unread replies label takes the user to the first unread reply on the discussion  * """"Following"""" in the prototype is actually """"Subscribed""""  * The star toggle should be visible unless the discussion is pinned, in which case the pin will be displayed  * Clicking the star toggle should star or unstar the discussion"""
"MDL-66502","2019/08/26 22:26:59","1.0","65.0","""Moodle 3.8 does not load javascript files from previous moodle versions""","""When calling an amd module on moodle 3.8 which was minified using a previous moodle version, the javascript doesn't get loaded and I get the following error in the console:  {quote}Error: No define call for lifecyclestep_adminapprove/link-steps   [http://requirejs.org/docs/errors.html#nodefine]  {quote}  To test it, you can use the 'Test plugin from previous version of Moodle' testing instruction from MDL-62497 .    It seems not to be the fault of the block_counter, since javascript also didn't work in two other plugins when minified using a previous moodle version, but they all work when the javascript is minified using moodle38."""
"MDL-66594","2019/09/04 04:25:09","1.0","445.0","""Add columns to show earliest and most recent post timestamps""","""Add two columns to the forum summary report, one for each user's earliest post, and one for their most recent."""
"MDL-66607","2019/09/05 09:03:35","2.0","412.0","""Random messaging failure""","""Copied from MDL-65493.    It looks like the {{getLoadNewMessagesCallback}} function's callback publishes the {{MessageDrawerEvents.CONVERSATION_NEW_LAST_MESSAGE}} along with the conversation Id of the now deleted conversation at around the time that the conversation I also deleted, and I suspect that this causes it to be re-added.    This happens in the {{resetMessagePollTimer}} for the {{backOffTimer}}.    Essentially the timer was running, and a conversation did exist, but it was deleted before the {{PubSub}} completes. The Publish of the new last message event occurs after the conversation has been deleted, and as a result it gets re-created.    I'm not sure how best to fix this one. A few things spring to mind, but they may not be ideal...    # stop timers, and cancel any ongoing requests while dialogues are open or not on the relevant screen  # ??  Not really sure as I don't know enough about the messaging code.    Basically, this is a real race condition. We've not detected it before because of the other issues (which are largely fixed in this MDL).  """
"MDL-66625","2019/09/09 02:15:04","2.0","914.0","""Private replies should be included in the forum summary report""","""We currently blanket ignore private replies. We will need to consider them at some point"""
"MDL-66627","2019/09/09 03:56:09","2.0","214.0","""Add behat tests to forum summary report skeleton""","""Add behat testing to the forum summary report basic functionality, including:  # Unable to navigate to the report as a student.  # Able to navigate to the report as as a student who has only the view permission, and only able to see own row.  # Able to navigate to the report as a teacher.  # Able to view correct columns and data as a teacher."""
"MDL-66695","2019/09/17 05:18:33","3.0","240.0","""Add column to show post view count, if information is available""","""Add a column to the forum summary report to show """"Number of views"""", the number of posts each user has viewed.    This will probably require checking log entries to determine a user's read count, which would mean the column should only be shown if the site is using an internal log store. An example of similar log checking and data calculation can be seen in [this report|https://github.com/moodle/moodle/blob/master/report/log/locallib.php#L116-L146]."""
"MDL-66768","2019/09/25 09:23:27","2.0","615.0","""Add the ability to download the forum summary report""","""Add the ability to download a copy of the current forum summary report.    The report utilises Table SQL, so most of the functionality needed should already be provided by that."""
"MDL-66808","2019/10/01 05:22:47","1.0","441.0","""Forum export options for human-readable dates and removing HTML""","""We need options to:  # export raw HTML or pass it through html2text  # have dates as """"Human-readable""""    """
"MDL-67165","2019/11/07 08:51:53","5.0","963.0","""Improve the user grade display modal""","""Once we get the core functionality of displaying user grades into core we should have UX run through it and provide us with some designs."""
"MDL-67179","2019/11/08 05:02:40","1.0","31.0","""Add missing svg and png backups for i/grading icon""","""I added a new icon for grading in MDL-66893 but forgot to add the SVG and PNG backups (whoops!) so we need to add those."""
"MDL-67233","2019/11/13 05:26:48","1.0","463.0","""Choices with only open dates in the future do not appear on timeline""","""If you have a choice with only an open date in the future, this does not then appear in the timeline block    The issue is with the event_list.js:270 which filters out the 'Choice open' event being sent down regardless of whether it's in the future or not"""
"MDL-67262","2019/11/14 22:57:30","3.0","4421.0","""Add admin page for recommending activities""","""Related user stories:  ||User stories||Approaches||  |As an admin, I can set recommended elements to users(teachers/managers)|Site Admin setting page with the list of all activities. Any activity that is present on the page should have the ability to be recommended.|    h3.Acceptance criteria    * A settings page in Site administration menu should be available which allows the administrator to select any activity as recommended. Barbara to confirm where to place this in the admin tree.  * The administrator can also remove the recommendation for activities from the activity chooser from the settings page.  * H5P installation of activities to be dealt with in a different issue.   * behat tests for recommending activities on the admin page.  * Unit tests for any functions methods created through this issue.  * Use the favourites API to store this information."""
"MDL-67286","2019/11/18 03:11:21","1.0","20.0","""Create unit tests for the base activity chooser - Sub task of MDL-67264""","""Create unit tests to cover the functionality of the new code for the base level activity chooser."""
"MDL-67287","2019/11/18 03:12:28","5.0","648.0","""Create behat tests for the base activity chooser - Sub task of MDL-67264""","""Create behat tests to cover all features of the activity chooser.  Acceptance criteria:  * Existing tests passing  * New sliding functionality covered (to description, back from it, adding a new mod from description)"""
"MDL-67288","2019/11/18 03:17:41","5.0","487.0","""Accessibility implementation & audit of activity chooser - Sub task of MDL-67264""","""Review the new Activity picker and make sure that it works with:   * JAWS   * NVDA    Acceptance criteria:  * Focus lock  * Tabbing from inside a grid item goes to exit once done rather than the next or previous   """
"MDL-67291","2019/11/18 05:06:55","3.0","360.0","""Create backend code to retrieve activities - Sub task of MDL-67264""","""Create backend code to query all installed activities, checking for visibility, and returning a list / object / whatever of activities to display in the activity chooser.    *Note* There should already be code existing for the current activity picker. Investigate that code. It's likely that we won't need to initially touch it and just update the frontend. Current code for retrieving activities is in course/renderer.php - course_section_add_cm_control()    *Note 2* course/lib.php get_module_metadata() does a component callback for 'get_shortcuts' which is what adds more activities to the activity chooser.    *24/11/19* It has been decided today to retool this MDL to test out the performance of webservice call to fetch the course modules and move away using the json_encode method."""
"MDL-67371","2019/11/26 19:48:11","1.0","455.0","""Upgrade ADODB to latest version""","""AdoDB (/lib/adodb/) 5.20.14 --> 5.20.15: http://adodb.sourceforge.net/"""
"MDL-67373","2019/11/26 19:53:48","1.0","220.0","""Upgrade PHPMailer to latest version""","""PHPMailer (/lib/phpmailer/) 6.0.7 --> 6.1.3: [https://github.com/PHPMailer/PHPMailer/releases]    """
"MDL-67374","2019/11/26 19:56:00","1.0","355.0","""Upgrade SimplePie to latest version""","""SimplePie (/lib/simplepie/) 1.5.2 --> 1.5.3: [https://github.com/simplepie/simplepie/releases]    """
"MDL-67379","2019/11/26 20:04:58","1.0","200.0","""Upgrade SCSSPHP to latest version""","""scssphp (/lib/scssphp) 1.0.2 --> 1.0.6: [https://github.com/scssphp/scssphp]    """
"MDL-67381","2019/11/26 20:10:19","4.0","545.0","""Upgrade WebRTC to latest version""","""WebRTC adapter (/lib/amd/src/adapter.js) 6.4.0 --> 7.3.0: [https://github.com/webrtc/adapter/releases]    """
"MDL-67383","2019/11/26 20:15:47","1.0","620.0","""Upgrade VideoJS to latest version""","""* VideoJS (/media/player/videojs/amd/src/video-lazy.js) 7.6.5 --> 7.7.6: [https://github.com/videojs/video.js/releases]   * VideoJS  (/media/player/videojs/amd/src/video-lazy.js) 7.6.5 --> 7.7.6: [https://github.com/videojs/video.js/releases]   * VideoJS support files (/media/player/videojs/videojs/) 7.6.5 --> 7.7.6: [https://github.com/videojs/video.js/releases]   * The Flash tech for video.js (/media/player/videojs/amd/src/videojs-flash-lazy.js) 2.2.0 --> 2.2.1: [https://github.com/videojs/videojs-flash]   * Custom Flash Player for VideoJS (/media/player/videojs/video-js.swf) 5.4.1 --> 5.4.2: [https://github.com/videojs/video-js-swf/releases] """
"MDL-67385","2019/11/26 20:19:54","1.0","395.0","""Upgrade MongoDB PHP Library to latest version""","""MongoDB PHP Library (/cache/stores/mongodb/MongoDB/) 1.4.2 --> 1.5.1: [https://github.com/mongodb/mongo-php-library/releases]     *Note: This upgrade, upgrades the mongodb extension requirement to 1.6.0*"""
"MDL-67388","2019/11/26 20:25:34","2.0","375.0","""Upgrade babel-polyfill to latest version""","""babel-polyfill (/lib/babel-polyfill) 6.26.0 --> 7.7.0: [https://babeljs.io/docs/en/babel-polyfill.html] """
"MDL-67392","2019/11/27 09:27:40","1.0","221.0","""Forum information about timed discussion doesn't handle correctly """"displaystartdate"""" and """"displayenddate"""" containing quotes""","""MDL-66481 introduced showing a """"Timed"""" label next to timed discussions.    But if """"displaystartdate"""" or """"displayenddate"""" contains quote (it's the case at least for french), the """"Timed"""" label is broken.    You can look at the discussion [https://moodle.org/mod/forum/discuss.php?d=393804] for details.    To replicate :   # create in a forum a timed discussion (tick display start and end dates)   # verify that forum list of discussions well shows the """"Timed"""" label   # make a language customisation of """"Forum"""" component, and modify """"displaystartdate"""" with """"It's display start: \{$a}."""" and """"displayenddate"""" to """"It's display end: \{$a}."""" and save modifications   # verify again forum list of discussions. It should still well show the """"Timed"""" label, but it's not the case     """
"MDL-67477","2019/12/09 05:16:16","3.0","60.0","""CLONE - Remove old class renames""","""core_component looks for COMPONENT/db/renamedclasses.php files, it allows us to avoid traumatic transitions and BC breakages by listing classes that have been removed.    We need to clean the list at some point."""
"MDL-67585","2019/12/27 03:24:42","3.0","6210.0","""New API for extending the activity chooser and implementation of favouriting""","""Backend implementation of favouriting for the activity chooser.     Add unit tests to prove that this is working as intended.    Add favourites to webservice displaying the chooser  Add webservice for adding a favourite.  Add webservice for removing a favourite."""
"MDL-67586","2019/12/27 05:33:21","3.0","260.0","""Update activity chooser to include recommended activities (Frontend)""","""Add templates / JS (ES6) to the activity chooser to display recommended activities.    Related user stories:  ||User stories||Approaches||  |As a teacher, I can see a list of recommended elements in the modal|Recommended activities are displayed in the appropriate tab.|    * If there are no activities selected to be recommended, then the recommended tab is not shown.  * If there is no favourites tab being shown then the recommended tab should be shown. If there are no recommendations then the activity tab should be shown on display.  * Behat tests to cover the features mentioned above.  * Includes webservice call /modification.  * Also requires updated to webservice unit test."""
"MDL-67587","2019/12/27 05:42:56","1.0","418.0","""Add searching of the recommended activities admin page""","""Add the ability to search through all of the activities on the recommended activities admin page to narrow it down to a reasonable number, we will have thousands of entries on this page."""
"MDL-67594","2019/12/31 06:10:04","3.0","370.0","""Deprecate supports_recursion() & extend_lock() in the Lock API""","""If a lock type supports_recursion() then the locks behave very differently to when they don't.    Yet despite this not a single place in core actually calls for supports_recursion(), and if it did then it would have to do a code fork to work around the different behaviors. This feels like an architectural mistake in the design of the lock api, all lock implementations should behave identically so that calling code doesn't need to worry about things like this.    Given that the only place that leverages this is the unit tests, it is clear no one wants or needs it or is using this. I've had a bit of a quick search on github and in the wild for 3rd party uses and couldn't find any.    It's also trivial to workaround in the lock types that do support recursion to bring their behavior back in line to the locks which don't, as they already internally store a list of open locks for the current request and could just reject the second lock attempt."""
"MDL-67620","2020/01/06 02:42:45","1.0","23.0","""Course with LTI components throws error""","""If you have LTI components defined in the course, the course_module_chooser_exporter throws a 'Exception - Call to a member function out() on string' error when the editing is enabled. """
"MDL-67663","2020/01/10 17:11:01","1.0","2537.0","""Forum grading submit grade form does not conform to accessibility guidelines""","""* Navigate to the """"Grade Users"""" UI for a forum post   * Input a grade in the """"Grade"""" field   * Navigate back to the """"Next"""" link and click   * A screen reader perceivable message """"Grade saved for ..."""" is presented.         The accessibility and usability issues here can be parsed in a few ways:   * That the """"Next"""" element is marked up as a link doesn't conform to [WCAG 2.1 4.1.2|https://www.w3.org/WAI/WCAG21/Understanding/name-role-value] because, when data is present, it functions as a submit button. Users do not typically expect clicking a link to submit data. (There is arguably no 4.1.2 issue if there is no data in the """"Grade"""" field, because it is functioning as a link.)   * You could view the same issue as a [WCAG 2.1 1.3.1|https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships] nonconformance, since the relationship between the navigation and the form is not clear, and submitting data by not clicking a link is not semantics. (WCAG 1.3.1 generally hopes for valid semantics.)   * Since there are no instructions indicating that the way to submit the data is by clicking the link, the interaction does not really conform with the spirit of [WCAG 2.1 3.3.2|https://www.w3.org/WAI/WCAG21/Understanding/labels-or-instructions], which expects helpful instructions for forms.   * While the grade submitted status message is perceivable by screen readers, the is no indication that the student presented has updated (that the link has taken the user to a new student.) The new student's name and the """"X out of Y"""" change in context are not updated. so this does't conform to [WCAG 2.1 4.1.3|https://www.w3.org/WAI/WCAG21/Understanding/status-messages]. To demonstrate this, click the """"Next"""" button without data entered into the grade field. No status message is presented to the user even though the student displayed has been updated.   * Though not a strict accessibility nonconformance but a usability concern: when clicking the """"Next"""" or """"Previous"""" button, focus remains on the link, which may suggest to a screen reader user that nothing has changed when clicking it, especially when there is no status message. Moving focus to, say, the users name may help indicate to the user that clicking a link has in fact navigated to a new resource.   * Typically, in forms, submit buttons occur at the end of the form. Since the """"Next / Previous"""" buttons appear at the top of the form, and no explicit submit button is present, and no instructions are present, a user may be confused how to submit the form information. It can also be cumbersome to navigate to the end of the form to submit data, and then navigate back through the form to find the submit button.    I'm not sure whether these would be usability issues without testing with users with disabilities, and if they have said they have no issue with the UI, that's great. But if usability testing hasn't done, the overall interaction might be a candidate for testing and redesign.    In the mean time, adding instructions that clicking the Next button will submit data, if any data is present, and providing status updates that the UI has navigated to a new student, would present immediate accessibility improvements."""
"MDL-67812","2020/01/25 09:42:40","3.0","4650.0","""Create a new repository for the content bank""","""*As a teacher*   *I want* to select from the file picker the H5P content created in the Content bank   *So that* I can reuse it easily everywhere (activities, resources...).  h3. Acceptance criteria:   * Create a new repository for users to be able to select and reuse content uploaded/created in the Content bank.   * Show the content in the content bank inside the file picker.   * Select content from this repository and attach it everywhere where the file picker is displayed.    h3. List of tasks:   * Create new repository_contentbank plugin skeleton   * Adapt or create DB tables as needed   * Create capabilities   * Implement the Privacy API or implement a null privacy provider and create a new issue   * Create a view for the content bank to be shown inside the repository_contentbank"""
"MDL-67813","2020/01/25 09:57:52","3.0","2462.0","""Implement search functionality for the repository_contentbank""","""*As a teacher*  *I want* to be able to search in the content bank repository by content's name  *So that* I can find the content I need to select in the file picker  h3. Acceptance criteria:   * Be able to search content by name in the content bank repository   * Reset search criteria to see all content in the content bank repository    h3. List of tasks:   * Implement needed methods or functions to search in the content bank repository.   * Design and implement search results view.   * Reset the search criteria in order to go back to 'see all' view."""
"MDL-67884","2020/02/06 00:54:16","1.0","5902.0","""Add links to MoodleNet in Moodle (master)""","""The desire is to guide users to MoodleNet via the activity chooser. The following users stories outline the areas to introduce these links.  ||User story||Approach||  |As a teacher (in Moodle) I can navigate to MoodleNet from the Activity Chooser, so I can find content for my course|See UX designs - there is a link in the footer, as well as another carousel pane, depending on whether the user has added a MoodleNet account on their profile or not.|  |-As a teacher (in Moodle) I can navigate to MoodleNet from an empty course page, so I can find content for my course-|-On a blank course page I am presented with:-   -Description of what I can find on MoodleNet, and that I will be directed out of the Moodle site-   -A link to MoodleNet-|  |-As a teacher (in Moodle) I can navigate to MoodleNet from the course gear menu, so I can find content for my course-|-The course gear menu has an item that links to MoodleNet-|  |-As a teacher (in Moodle) I can enter my MoodleNet profile URL on my profile page, so people can find my MoodleNet profile page from Moodle-   Handled in MDL-67885.|-An editable field for MoodleNet profile URL on the Moodle profile page-   -A link to the MoodleNet profile-   -MoodleNet instance URL to be derived from the profile URL-|  h3. Acceptance Criteria:   * There should be an admin setting (in adv features for now) """"Enable MoodleNet integration"""", defaulting to enabled.   * When the integration is enabled, there should be an image link in the footer of the activity chooser as per the mockups.   ** If the tool_moodlenet plugin is uninstalled (a possibility), then the link should just be a link to the MoodleNet site (checking the user's profile for a site as needed). This WILL NOT call the MoodleNet endpoint.   ** If the tool_moodlenet plugin is installed and the user DOES NOT HAVE a saved MoodleNet profile URL in their user profile, then the link will trigger a load of the MoodleNet selection pane in the chooser - as per UX mocks.   *** If a user enters a profile URL at this step, this is saved to their profile and this pane should not be seen again (again, as per UX mocks).   ** If the tool_moodlenet plugin is installed and the user DOES HAVE a saved MoodleNet profile URL in their user profile, then the link will be to the MoodleNet endpoint and will include the params:   *** The Moodle site URL (e.g. my.moodle.org)   *** The Moodle endpoint path (admin/tool/moodlenetendpoint.php)   * When the integration is disabled, there should be no link in the activity chooser footer."""
"MDL-67885","2020/02/06 01:22:59","3.0","3061.0","""Add MoodleNet profile information into the user table / object / profile""","""||User story||Approach||  |As a user I can add my MoodleNet profile details to my user profile|When creating or updating a user, there is a field for a link to the user's MoodleNet profile.|   * This is used to redirect the user to that profile when leaving Moodle to MoodleNet."""
"MDL-67888","2020/02/06 02:32:36","3.0","2401.0","""Handling Moodle course backup files from MoodleNet (tool_moodlenet all versions)""","""This issue deals with MoodleNet resources which are Moodle course backups only. MDL-68094 deals with activity backups and is a follow on from this issue.    If, once the user has clicked 'Send to Moodle' in MoodleNet, the file is detected as an MBZ file, the user is presented with a plugin page, asking the user to confirm their intent to restore the course backup file into Moodle (see mocks for look and feel of this page). Options to 'Cancel and go back' and 'Restore' are presented.    If the user confirms the restore, the file should be downloaded by Moodle, and the user should be taken to the Step 1 of the restore process. They can then continue to restore the course as per the normal restore process. Downloading of the file into the relevant file area is handled by MDL-68132 and is a precursor to this issue.    If the user cancels the restore, then they are redirected back to the referring page on MoodleNet.    The acceptance criteria for this issue is as follows:   # The decision page should be presented to the user when both of the following are true:   -- MoodleNet posts to import.php AND   -- The file is an MBZ file.   # The look and feel of the decision page matches the mocks. This is a page, not a modal.   # If accepted, the restore can be completed in full and a new course is created.   # If cancelled, the user is sent back to dashboard.   # If the user isn't logged in to Moodle, and they decide to cancel and go back, this also needs to take them back to dashboard. I.e. the 'Cancel' aspect must work through the login process."""
"MDL-67889","2020/02/06 02:36:26","5.0","4802.0","""Mirror drag and drop options when importing a resource from MoodleNet (tool_moodlenet all versions)""","""Once we have received POST data from MoodleNet for a file that is not a backup, we eventually (depending on whether or not we  have the course/section or need to prompt the user for it - but that's another issue) need to present options to the user, asking them what module they'd like to use to handle the file import. We want to provide the same options that are presented during a drag and drop addition to a course. Drag and drop is handled by course module callbacks, specific to drag and drop. The objective here is to make use of that existing set of callbacks and present those same options to users conducting an import from MoodleNet into Moodle. Some notes on the way this works:   # Moodle determines what actions are most suitable based on the type of file. Use the \{mod_plugin}_dndupload_register() and \{mod_plugin}_dndupload_handle() for each module to put their hand up to say they handle a certain type of file.    So, what we want here is as follows:   # A plugin page which presents a list of options to the user, based on the dnd hooks.   # The page assumes the course and section have already been passed in (params to the page). E.g. In the workflow where the user starts in Moodle, MoodleNet POSTS back the course and section information to the import.php endpoint, so we have this already.   # If the page does not have a valid course and section, show an error.   # Once selected, the file should be downloaded (see MDL-68132) and then handed over to \{mod_plugin}_dndupload_handle() which will create the relevant content in the course.   # Once content is created (as above step), the user should be redirected to the course home page + section.   # This issue IS NOT scoped with creation of any course or section selection pages."""
"MDL-67900","2020/02/07 04:40:06","1.0","30.0","""Drag and drop info texts should mention that the question types are not accessible to visually impaired users""","""h5. Issue    It has been decided that drag and drop questions are not meant to be accessible. We decided to expand the description of these questions to remind teachers about this when they are creating questions.   * -These question types are solely reliant on visual location to provide an answer:-   ** -Drag and drop onto image question type-   ** -Drag and drop marker question type-   * -There is an image of text present with insufficient alt text. See screenshot-1.-    h5. Affected guidelines  h6. A   * *Sensory Characteristics:*   *1.3.3* Instructions provided for understanding and operating content do not rely solely on sensory characteristics of components such as shape, size, visual location, orientation, or sound.    h6. AA   * *Images of Text:*   *1.4.5* If the technologies being used can achieve the visual presentation, text is used to convey information rather than images of text except for the following:   ** *Customizable:* The image of text can be visually customized to the user's requirements;   ** *Essential:* A particular presentation of text is essential to the information being conveyed.   * Note: Logotypes (text that is part of a logo or brand name) are considered essential.    h6. AAA   * *Images of Text (No Exception):*   *1.4.9* Images of text are only used for pure decoration or where a particular presentation of text is essential to the information being conveyed.    Note: Logotypes (text that is part of a logo or brand name) are considered essential.    h5. Affected browsers:   * All"""
"MDL-67901","2020/02/07 05:08:47","2.0","801.0","""No label for clear my choice option on multiple-choice questions""","""h5. Issue   * No label for clear my choice   * 2 errors were found using W3C Nu Validation Service and filtered to indicate WCAG errors only. See screenshot-2.    h5. Affected guidelines:  h6. A   * *Info and Relationships:*   *1.3.1* Information, structure, and relationships conveyed through presentation can be programmatically determined or are available in text.   * *Labels or instructions:*   *3.3.2* Labels or instructions are provided when content requires user input   * *Parsing:*   *4.1.1* In content implemented using markup languages, elements have complete start and end tags, elements are nested according to their specifications, elements do not contain duplicate attributes, and any IDs are unique, except where the specifications allow these features.   Note: Start and end tags that are missing a critical character in their formation, such as a closing angle bracket or a mismatched attribute value quotation mark are not complete.    h5. Affected browsers:   * All"""
"MDL-67913","2020/02/10 02:12:38","4.0","3808.0","""Update table_sql to support a generic web service""","""Currently table_sql and its derivatives are entirely configured via their constructor and one-off endpoints (e.g. /user/index.php).    I am proposing the following changes:  # Update {{lib/components.json}} to define the existing {{""""table""""}} subsystem in """"{{lib\/table}}""""  # create a new interface {{\core_table\dynamic}} (or similar) in {{lib/table/classes/dynamic.php}}. Can be initially empty while we work the full details out  # have our existing user class implement the new interface ({{\core_user\participants_table}})  # move all logic from the current constructor of the participants table to the new argument processing system, and update the calls to it in {{user/index.php}}  # create a new web service to fetch a table_sql view;    h3. Interface and implementation in participants table  # Will need functions including:  ## {{get_unique_id_from_argument(string $argument): string;}} (discussed below);  ## {{get_base_url(): \moodle_url;}}  ## {{process_arguments(?): void}}    h3. Webservice  # Will have a WS name like '{{core_table_dynamic}}' and be located in {{\core\table\external\dynamic}} ({{lib/table/classes/external/dynamic.php}})  # Should take arguments:  ## {{handler}} - the auto-loadable class name of a class extending {{table_sql}} and implementing {{\core_table\dynamic}}  ## {{uniqueid}} - the unique id of the table:  ### This is typically done in the class extending {{table_sql}}. e.g in {{\core_user\participants_table}} we call {{parent::__construct('user-index-participants-' . $courseid)}} - so the unique id is {{user-index-participants-[\d+]}}  ### We may wish to create a static function on the interface + implementation like {{get_unique_id_from_argument(string $argument): string;}}  ### We can then create an implementation in the participants table like:  {code}  public static function get_unique_id_from_argument(string $argument): string {      return """"user-index-participants-{$argument}"""";  }  {code}  And in our WS we can use it like:  {code}  if (!class_exists($handler) || !is_subclass_of($handler, \core_table\dynamic::class)) {     throw new \Exception('Not supported');  }  $instance = new $handler($handler::get_unique_id_from_argument($uniqueid));  {code}  ## {{filters}} - the list of filters to the table. This is essentially the extra arguments currently provided to the constructor.  ### We probably want to make this a list of key/value pairs _or_ a JSON string that we can decode and pass to the instantiated class  # We will return:  ## list of data attributes which correlates to the input received  ## Raw HTML raw  ### In future we will update the {{table_sql}} and {{flexible_table}} classes to make use of a set of templates, and we can then return the template name, and a data structure"""
"MDL-67914","2020/02/10 02:23:59","5.0","2022.0","""Update table_sql to support dynamic sorting""","""This is the first logical step after moving table_sql to have a generic web service.    This is likely the smallest possible change that we can make    We will need to:  # add new arguments to the web service:  ## {{sortby}} ({{string}}) A string describing the name of a sortable column  ## {{sortdir}} ({{int}}) The sort direction to use when sorting that column  # write a new set of AMD modules to handle capture of the sorting  # update our output of the table to instantiate our new JS    h3. JS  Root path: lib/table/amd/src  General structure:  {code}  dynamic.js  local/dynamic/repository.js  local/dynamic/selectors.js  local/dynamic/events.js  {code}    Need to create a {{setup()}} function which listens on the outer-most element for the table (ideally a new {{<div>}} which the table is placed in.  We can keep any arguments in data-attributes on that div  We look for any clicks on any of the sort buttons and intercept  Call the WS and replace the {{<table>}} tag with the new one"""
"MDL-67917","2020/02/10 03:54:24","1.0","6006.0","""Create a single filter for tables and the AMD structure behind this""","""The following is an approximation of the filter language used:    {code}  filterset       = jointtype (filter *("""", """" filter))  jointype        = """"All"""" / """"Any"""" / """"None""""  filter          = ([jointype] filterthing ?= filtervalues)  filterthing     = """"Group"""" / """"Role"""" / """"Keyword"""" / ...  filtervalues    = filtervalue *("""","""" filtervalue)  filtervalue     = quoted-string  {code}    The initial part of the project will be to create a single {{filter}}. That is to say:  # A dropdown to select a pre-defined enumerated list for the Join Type (All, Any, None) for the current filter  # A dropdown to select a pre-defined enumerated list for the filterthing (Group, Role, etc.) for the current filter  # A way to select the values    For the initial work:  # we will only be creating a working interface, it will not have any effect on the data. Purely visual.  # I would advise chosing Status as this is a simple, enumerated list, with static values and low complexity;  # We will only create the initial {{filter}}. Not a full {{filterset}}    The follow-on work will then comprise of:  # Adding the remaining enumerated types (Groups, Roles, Enrolment methods)  # combining multiple filters into a {{filterset}}  # Adding the date since type. This is a _single_ value filter ([number] days) and no jointype  # Adding support for non-enumerated types (date since, keyword)    The initial work will _not_ be plumbed in. It will be an isolated interface until the backend is ready to receive it."""
"MDL-67924","2020/02/11 00:47:38","1.0","746.0","""Move turn editing on button out of the edit menu on boost""","""Move the turn editing on button (on a course page) out of the edit menu and immediately visible. Please see the screen shot for what this should look like"""
