"Key","Created","SP","Timespent","Title","Description"
"DM-24805","2020/05/08 23:30:41","1.0","540.0","""Build the Latest MTAOS Docker Image to Deploy on NCSA""","""Build the latest MTAOS docker image to contain the update of DM-24422, DM-24423, and DM-24610 to deploy on NCSA. AOS needs the upstream packages of *lsst-distrib* and *lsst-sims*. The available version (tag) can follow [tags|https://eups.lsst.codes/stack/src/tags/]. The T&S team uses the weekly built in the most case. For the *lsst-distrib*, the latest available tag is *w_2020_18*. For the *lsst-sims*, the latest available tag is *sims_w_2020_16*. To install these two packages together, we need to make sure to use the same weekly built tag.    The T&S team releases the available development image ([develop-env|https://hub.docker.com/repository/docker/lsstts/develop-env]) regularly. The latest formal tag is *b68*, which has the *lsst-dev* *w_2020_16* installed already. It is noted that we do not use the *latest* tag usually. In this task, we will begin from this docker image to build the image of MTAOS (the latest one now is using *w_2020_15*). The followings are the steps:   # Update the [aos_sal|https://github.com/lsst-ts/ts_Dockerfiles/tree/develop/aos_sal] image to use the *lsstts/develop-env:b68* and publish as [aos_sal|https://hub.docker.com/repository/docker/lsstts/aos_sal] on Docker hub. This image installs the *lsst-sims* and other needed packages for AOS to use.   # Update the [aos_aoclc|https://github.com/lsst-ts/ts_Dockerfiles/tree/develop/aos_aoclc] image to use the latest AOS packages and publish as [aos_aoclc|https://hub.docker.com/repository/docker/lsstts/aos_aoclc] on Docker hub.   # Update the [mtaos_sim|https://github.com/lsst-ts/ts_Dockerfiles/tree/develop/mtaos_sim] image to use the latest ts_MTAOS package and publish as [mtaos_sim|https://hub.docker.com/r/lsstts/mtaos_sim] on Docker hub.   # Deliver to Tiago to deploy the image on NCSA for the test."""
"DM-24831","2020/05/11 19:17:54","1.0","480.0","""Check out DIMM code and read through it""","""Check out the DIMM code from GitHub and read through it."""
"DM-24838","2020/05/11 20:32:53","3.0","900.0","""Replace boot and shutdown commands with enter/exitControl""","""M1M3 SS uses boot and shutdown commands for what nowadays shall be done with enterControl and exitControl generic SAL commands. Replace boot and shutdown commands with generic enter/exitControl. Enforce their functionality (if possible) by actually stopping and restarting HW threads on exit/enter."""
"DM-24934","2020/05/14 18:40:59","1.0","480.0","""Clarify the meaning of CW/CCW/UP/DOWN and whether a velocity may be negative""","""Make sure that it is clear what CW/CCW/UP/DOWN in the Dome commands XML in SAL mean and make sure that it is stated in the description of the crawl commands. Also make sure that negative velocities are rejected?"""
"DM-24982","2020/05/19 16:02:38","1.0","480.0","""Install raspis and sensors at home and flash HD card""","""Two raspberry pi's are installed at the Recinto with temperature and cloud sensors attached to them. Pick them up, set them up at home and flash the SD card of the raspberry pi 4 with the latest image provided by Garry."""
"DM-25064","2020/05/26 17:07:54","3.0","780.0","""Tests for PID in M1M3""","""Tests for PID code inside M1M3 SS. C++ code to verify PID functionality, look for possible runaways scenarios."""
"DM-25074","2020/05/26 21:32:55","2.0","480.0","""Add more useful info to the documentation""","""The current Dome documentation is pretty thin. Add more useful info, add version info and create a release.    Also, make sure that the flake8 line length is set to 79 characters."""
"DM-25130","2020/05/28 21:33:26","2.0","960.0","""Replace YAML with JSON when sending commands from and receiving replies in the Dome CSC.""","""In the weekly Dome Software Meeting of 2020-05-28 it was decided to replace YAML with JSON when sending commands from and receiving replies in the Dome CSC. This ticket will take care of that and will also make sure that there will be a central function to construct the commands (in the Dome CSC) and replies (in the mock_controller simulator) that does this so a possible future technology switch could be done more easily."""
"DM-25188","2020/06/02 15:46:26","1.0","840.0","""Sends modbus commands from M1M3cli""","""Add the ability to M1M3cli app to send Modbus commands to ILC. That will enable execution and debugging of connections with ILCs."""
"DM-25189","2020/06/02 17:30:59","2.0","3360.0","""Make sure that DCS handles 0/360 azimuth and 0/90 elevation boundaries properly""","""Currently the azimuth rotation doesn't handle the 0/360 azimuth and 0/90 elevation boundaries at all. It will just move to negative (in case of the 0 boundary) or too large (in case of the 360 and 90 boundaries) values. Please fix."""
"DM-25217","2020/06/03 17:40:09","2.0","480.0","""Reinstall CentOS and document all steps""","""Now that CentOS is running on the RPi4, reinstall it and document all steps. The document can be found at    [https://confluence.lsstcorp.org/display/LTS/Installation+instructions+CentOS+7+on+Raspberry+Pi+4]"""
"DM-25230","2020/06/04 03:18:08","4.0","600.0","""M1M3 send bits fix""","""Send bits aren't reported from FPGA. The reason is unknown."""
"DM-25250","2020/06/04 23:39:28","2.0","960.0","""Adjust DCS and the mock controller to the new JSON protocols and LLC states and statuses""","""In the Dome Software Meeting of 2020-06-04 new JSON-based command and configuration protocols were agreed upon, as well as new LLC states and statuses. This ticket is to make the necessary changes to the Dome CSC and mock controller to adopt those changes.    Protocol details, with mention to the response codes, can be found here    https://confluence.lsstcorp.org/display/LTS/Command+and+Configuration+Protocols"""
"DM-25308","2020/06/08 15:45:46","2.0","480.0","""Change Health & Status data to direct FIFO""","""Health & Status data are routed in FPGA through the Request queue. The 64bit data are then squeezed into 4 16bit Response FIFO values. This design is suboptimal for two reasons:   * response queue is also used to send Modbus responses from ILCs, the mix effectively prevents multi-threading on CPU (Host) side to query H&S data and responses at the same time   * as H&S data are mixed with responses, it's hard to tell which data on reposne queue are from H&S and which are from ModBus - that is probably reason why vital H&S collection was implemented in FPGA, but not in C/C++ controller (where it most likely never worked)"""
"DM-25357","2020/06/10 20:37:48","1.0","480.0","""Create CentOS SD image with SAL for Raspberry Pi 4""","""Create CentOS SD image with SAL for Raspberry Pi 4 for future use."""
"DM-25374","2020/06/11 18:48:36","4.0","720.0","""Change M1M3 HW Simulator FPGA""","""Current simulator FPGA code wasn't touched from 2018. After what appears as changes into simulator cRIO modules, the code wasn't updated and most likely the new incarnation of the simulator wasn't run. The purpose of this task is to make sure the simulator can at least answer ILCs (Modbus) requests."""
"DM-25465","2020/06/18 22:14:56","1.0","480.0","""Thoroughly inspect ESS code and form API proposal""","""In order to be able to use the ESS CSC as a generic CSC for all kinds of sensors, the existing ESS code needs to be inspected so an API can be extracted. This issue is for doing the inspection and for forming an API proposal."""
"DM-25491","2020/06/19 19:25:51","2.0","960.0","""Command all sky camera using GPhoto""","""Use the Python bindings for libgphoto2 and the GenericCamera CSC to command the all sky camera."""
"DM-25492","2020/06/19 19:31:24","2.0","720.0","""Integrate ESS code in ESS CSC""","""Take the ESS code that reads the sensors and integrate it into the ESS CSC code."""
"DM-25519","2020/06/22 15:30:53","1.0","210.0","""clang-format M1M3 support code""","""M1M3 C++ code is written in Eclipse, using Eclipse tab-based formatting. That contradicts to DM recommended clang-format. I am reformatting single files if I do significant changes, but time has come to reformat the whole.    Lets couple that with Github action to check for clang-format."""
"DM-25758","2020/07/01 05:20:10","1.0","480.0","""Adjust DCS and the mock controller to a change in the configuration protocol""","""A small change has been introduced in the configuration protocol: all values need to be arrays."""
"DM-25762","2020/07/01 10:52:21","2.0","960.0","""Move Dome CSC documentation on Confluence to .rst files""","""There is a lot of documentation related to the Dome CSC and the communication with the Lower Level Components on Confluence. This ticket is to migrate the relevant documents to .rst files."""
"DM-25764","2020/07/01 11:25:40","1.0","480.0","""Review ESS XML and add timestamps if necessary""","""Review the ESS telemetry topics and add a timestamp if there isn't already one."""
"DM-25892","2020/07/10 14:04:56","1.0","480.0","""Modernize GenericCamera code and unit tests""","""The unit tests of GenericCamera still make use of the old Harness infrastructure. This is not needed anymore. This ticket aims to replace that with a more modern CSC test approach."""
"DM-25997","2020/07/17 18:51:38","4.0","840.0","""Document M1M3 states""","""M1M3 states aren't described in the code and there seems to be lack of any documentation. Purpose of this task is to review the state, document them and propose changes to align with the current SAL implementation."""
"DM-26013","2020/07/20 17:24:36","1.0","480.0","""Check SALSubsystems.XML file for attributes for several subsystems""","""This page    [https://confluence.lsstcorp.org/display/LTS/SALSubsystem+Attributes]    describes the attributes of all subsystems in SAL. Check the attributes for the following projects and correct them if necessary:   * Dome   * EAS   * ESS   * HVAC"""
"DM-26055","2020/07/22 11:47:15","2.0","960.0","""Install GenericCamera CSC on raspberry pi3 and make the camera work with it""","""Now that the raspberry pi 3 with the Canon all-sky camera is up and running at the Recinto, it is time to install the CSC on it and get it working with the camera."""
"DM-26089","2020/07/24 16:07:09","1.0","480.0","""Install ESS CSC on the raspberry pi 4""","""Install the ESS CSC on the raspberry pi 4 running CentOS 7 and make sure that it can be started. Also update the installation guidelines with the necessary steps."""
"DM-26097","2020/07/24 22:07:16","1.0","480.0","""Add conda build files to several projects""","""General reminder to add Jenkins conda build files to   * HVAC   * GenericCamera   * ESS   * MTEEC   * EAS   * Dome   * ..."""
"DM-26225","2020/08/04 12:28:12","1.0","480.0","""Integrate ESS USB code in ESS CSC""","""The ESS code has been adjusted to support a single USB device. Integrate that code into the CSC."""
"DM-26232","2020/08/04 19:17:17","1.0","960.0","""Command ESS CSC using an external python script""","""Now that the basic ESS CSC is done, it needs to be commanded as well. In order to test that functionality, create an additional python script and command the CSC with that."""
"DM-26250","2020/08/05 16:40:41","2.0","480.0","""Modernize MTEEC GitHub repo, code and unit tests""","""The MTEEC GitHub repo is very much outdated and needs to be modernized. This also is true for the code and unit tests. Please fix this all."""
"DM-26251","2020/08/05 16:42:07","2.0","480.0","""Modernize EAS GitHub repo, code and unit tests""","""The EAS GitHub repo is very much outdated and needs to be modernized. This also is true for the code and unit tests. Please fix this all."""
"DM-26252","2020/08/05 16:51:34","1.0","240.0","""Create conda build recipe for MTEEC""","""Once the MTECC GitHub repo, code and unit tests have been modernized, the conda recipe can be created as well."""
"DM-26253","2020/08/05 16:52:37","1.0","240.0","""Create conda build recipe for EAS""","""Once the EAS GitHub repo, code and unit tests have been modernized, the conda recipe can be created as well."""
"DM-26255","2020/08/05 16:57:49","2.0","480.0","""Create conda build recipe for HVAC""","""Once the HVAC CSC has been created, the conda recipe can be created as well."""
"DM-26323","2020/08/14 19:19:06","2.0","960.0","""Attend the PCW 2020""","""This ticket is to track the time spent on attenbding the PCW."""
"DM-26374","2020/08/18 19:18:30","2.0","960.0","""Add events to Dome CSC""","""Make sure that the Dome CSC sends events whenever a command gets executed and in all other situations."""
"DM-26514","2020/08/28 14:54:33","4.0","2220.0","""Replace pyqtgraph usage in ScatteredPlot with native PySide2/QtGraphics""","""After success with replacing pyqtgraphs with PySide2/QtCharts, it makes sense to replace pyqtgraphs scatter plotting of the M1M3 with native PySide2 solution.    That shall give much better visualization options, enables zooming/submenu on actuators, etc."""
"DM-26626","2020/09/08 14:43:48","2.0","960.0","""Install latest version of GPhoto2 in Docker for All-Sky Camera""","""The version of GPhoto2 that comes with Centos 7 by default doesn't have good support for the Canon EOS 5D Mark IV camera and the latest version in GitHub does. This ticket is to make sure that the Dockerfile for the Canon camera supports that."""
"DM-26628","2020/09/08 18:07:04","2.0","720.0","""Replace sleep with conditional variable in Controller thread, C++11 solutions for threads etc.""","""M1M3 SS C++ code is:   * locking shared mutex   * trying to get command   * unlocking shared mutex   * if command is valid, executes it   * waits for 100us    Mouch better solution would be to use contional variable, linked to queue size, which will be trigged as new element is added and execute method would wait for CV trigger. This will remove need for sleep and continuously checking for queue content. As the queue is private in the Controller class, managed by public methods, this shall be easy to provide.    As a side improvement, threading structure of the M1M3 SS main code can be improved using C++11 STL provided threading constructs. I will try to do this as well."""
"DM-26631","2020/09/08 19:59:16","2.0","960.0","""Create RPi4 CentOS image with Docker pre-installed""","""A standard CentOS 7 image for RPi4 with Docker pre-installed would be very handy to have. This ticket is for creating that image."""
"DM-26648","2020/09/09 16:11:24","2.0","960.0","""Improve All-Sky camera CSC to work properly with python-gphoto2""","""Now that gphoto2 works well from the Docker container, the CSC needs to be improved to work as well. This ticket is to accomplish that."""
"DM-26649","2020/09/09 17:40:11","2.0","480.0","""Create a Docker image for Garry to use for ESS development.""","""For the ESS software development efforts a Docker image similar to the one used to run the CSC is needed. This ticket is for creating that Docker image."""
"DM-26653","2020/09/09 20:24:24","1.0","480.0","""Adjust DCS and the mock controller to a change in the configuration protocol""","""EIE have proposed a change in the status reporting. This ticket is for implementing the changes in both the Dome CSC and the mock controller and also to update the documentation accordingly."""
"DM-26665","2020/09/10 17:19:51","1.0","480.0","""Integrate multi-channel ESS code into CSC""","""The ESS 4 channel temperature code has been modified to support N channels, with N configurable. This ticket is for integrating that code into the ESS CSC."""
"DM-26704","2020/09/14 12:18:18","4.0","3360.0","""Adds unit tests for mirror safety checks""","""Implements unit tests showing that excessive forces, violating mirror safety limits, are properly flagged as rejected."""
"DM-26833","2020/09/22 12:21:23","2.0","480.0","""Create Windows VM for testing EIE LabVIEW code""","""In order to be able to test the EIE LabVIEW code, a Windows VM with LabVIEW 2018 SP1 is needed. This ticket covers the time spent on that."""
"DM-26959","2020/09/28 20:20:21","2.0","60.0","""Migrate Environment CSC to SALOBJ 6""","""The Environment (WeatherStation) CSC was created some time ago. Now that SALOBJ 6 is about to be released, the code needs to be migrated to that version. This ticket is for doing that."""
"DM-26960","2020/09/28 20:21:29","1.0","60.0","""Migrate DIMM CSC to SALOBJ 6""","""The DIMM CSC was created some time ago. Now that SALOBJ 6 is about to be released, the code needs to be migrated to that version. This ticket is for doing that."""
"DM-26977","2020/09/29 18:41:24","2.0","960.0","""Move to source code M1M3 actuators configuration (xyz positions, type,..)""","""Configuration of static M1M3 FA data (xyz position, actuator ID, actuator type) is stored in configuration file. After installation, those data aren't supposed to change at all. It will be much better to move the values into a structure in source code, the same way LBTO organizes stores those values."""
"DM-27059","2020/10/05 15:04:32","2.0","660.0","""Fix M1M3 simulator dockerfile""","""M1M3 simulator cannot be build be with develop-env:latest/b106. There are some strange dependency problems, which needs to be fixed so the simulator with latest .xml files (including changes of rejected* to preclipped*, see DM-26977."""
"DM-27079","2020/10/06 16:27:22","1.0","240.0","""Docker container for M1M3 GUI""","""Create docker environment to run M1M3 GUI."""
"DM-27155","2020/10/13 13:08:53","1.0","480.0","""Test HVAC connectivity.""","""Now that the HVAC machine has been restarted, test the connectivity and verify that the MQTT server can be reached again and that it publishes telemetry."""
"DM-27156","2020/10/13 13:11:34","1.0","960.0","""Test the renewed ESS CSC at the Recinto""","""The renewed ESS CSC has not been tested yet at the Recinto because the thermal sensors appear to be offline. This ticket is for tracking the ESS test activities."""
"DM-27196","2020/10/16 13:13:54","1.0","960.0","""Update ESS disk image to include libftdi""","""In order to be able to use pylibftdi, libftdi is needed as well. This ticket is for adding that library to the RPi4 disk image."""
"DM-27198","2020/10/16 18:51:45","1.0","480.0","""Revert ESS CSC to be compatible with summit software stack""","""The ESS CSC needs to be reverted to be compatible with the following software versions:    SAL v4.0.0  XML v 4.6.0  SalObj v5.3.0    This should be done on the Raspberry Pi at the BDC (base data center)."""
"DM-27249","2020/10/21 12:33:47","1.0","480.0","""Make sure that HVAC CSC can connect to the MQTT server""","""The HVAC CSC so far only contains a simulator. Now that the HVAC MQTT server has been restarted, code can be added to connect to it. This ticket is for that."""
